NAME	wt.LICL.5|wt.MOCK_TREATED.5_Expression	wt.LICL.10|wt.MOCK_TREATED.10_Expression	wt.LICL.20|wt.MOCK_TREATED.20_Expression	wt.LICL.40|wt.MOCK_TREATED.40_Expression	wt.LICL.5|wt.MOCK_TREATED.5_Intron	wt.LICL.10|wt.MOCK_TREATED.10_Intron	wt.LICL.20|wt.MOCK_TREATED.20_Intron	wt.LICL.40|wt.MOCK_TREATED.40_Intron	wt.LICL.5|wt.MOCK_TREATED.5_Junction	wt.LICL.10|wt.MOCK_TREATED.10_Junction	wt.LICL.20|wt.MOCK_TREATED.20_Junction	wt.LICL.40|wt.MOCK_TREATED.40_Junction
TEF4: translational elongation	-0.354525062045	-0.378843419031	-0.498103007785	-0.725438511424	-0.30609832095	-0.236842924053	-0.167111803943	0.65764826575	-0.267812153883	-0.224369083355	-0.625204938479	-0.468634485108
DBP2: mRNA catabolism, nonsense-mediated decay	-1.21407649703	-1.42394239156	-0.895510510671	-0.753301317817	-2.0	-2.0	-0.274058765971	0.511823787256	-1.42810322755	-1.87927319116	-1.54538480849	-1.47762375998
RPL14B: protein biosynthesis	0.134067569563	-0.0176258820344	-0.0222398902724	-0.0799252155344	-0.222465580423	-0.140203471967	0.0883867579293	0.482993107007	-0.162384782167	-0.142815270162	0.371756886372	0.363607022684
PRE3: response to stress*	0.271558551027	0.129881145655	0.483956324452	1.06829976171	-0.0379088719325	-0.462688282502	0.310301240801	1.74580881126	0.158784822375	0.285008143076	0.957734442307	1.04171419656
SAR1: ER to Golgi transport	0.400372530274	0.415016907346	0.545784624313	0.341831645688	-0.0971772529115	-0.308647738618	-0.00433365845162	1.36398550364	0.252371917658	0.226679228253	0.384429644183	0.389216128066
ECM33: cell wall organization and biogenesis	0.0895424850295	-0.478884956061	-0.794080621701	-0.114740041046	-0.865832631038	-0.524954941068	-0.254604216758	0.260811995393	-0.624398129726	-0.375119690661	-0.493953780387	-0.151271627724
GCR1: positive regulation of transcription from RNA polymerase II promoter*	0.164277543253	-0.168303023171	-0.451977197628	0.501702414966	0.257470790883	-0.104406870842	0.438106098412	0.877061117759	-0.228705982587	0.101284103537	0.146807299284	0
YER074W-A_2	0.327066242655	-0.00977759678634	0.0392125649129	0.126234934759	0.0280053946294	0.123057063405	0	0	-0.179855652724	0.0198725844868	-0.0454756837989	0.032517548101
IWR1: meiosis	0.247303769411	0.227589363714	0.235362200277	0.191785818714	0.397962689751	0.508694982654	0.367590905721	0.75848290666	-0.322142266253	-0.313203501342	-0.20601865882	-0.237767157402
YER093C-A: biological process unknown	0.31111143502	0.297180953723	0.333476271609	0.0637296604262	-0.00948524671882	0.0385209405942	0.104597918845	0.404733184158	0.183425676131	0.0950624344558	-0.336995467122	0.421280854907
RPS19A: protein biosynthesis	0.127397596455	-0.205434594336	-0.216608189912	-0.335489950448	-0.397051118633	-0.361650373167	-0.0829422351069	0.0420744882054	0.00193858986536	-0.0229247710674	-0.617147669655	0.0779766078401
MTR2: poly(A)+ mRNA-nucleus export	-0.0742814887005	-0.220781938024	-0.102070264918	-0.0165401163736	-0.119237743921	-0.102728209981	0	0.131409028482	0.10583340633	-0.00499664626793	0	0.687682737171
APS3: vesicle-mediated transport*	0.067915494246	-0.108988972329	0.132954524443	-0.140484013044	-0.140016335129	-0.132868967599	0.169824918322	0.156700492485	0.0512222859552	-0.00777621191876	-0.385379540753	0.882148238704
YGR001C: biological process unknown	0.23164222704	0.0312586830792	-0.0758099469282	-0.0810408614531	-0.151047001549	-0.0843832531652	0.850106993185	0	0.17417942692	0.0524114666857	-0.691696503369	0
RBS1: galactose metabolism	-0.219407399197	-0.152439198939	-0.371144742719	-0.696081667998	0.161745994671	0.0406611670139	0	0.33596766197	-0.15165749545	-0.0656334159896	-1.84764911668	0
YML6: protein biosynthesis*	0.0173206164203	0.0368345329697	-0.342926730833	-0.0809130092161	-0.0957737535194	-0.269597997323	-0.0553501987234	-0.107692346687	-0.0145862793563	-0.277919523561	-0.747250071579	-0.139599441662
UBC9: G2/M transition of mitotic cell cycle*	-0.201885003979	-0.23928681508	0.0130369472864	-0.173291051659	-0.127594586363	-0.189765394059	0	-0.331249586251	0.0442578183572	-0.111997728046	-0.132960772697	-0.0798596988583
RPL24B: protein biosynthesis	-0.209877119352	-0.0735026308214	0.138193169422	-0.0350748241206	0.0119931239666	-0.179665322527	-0.411520101262	-0.303454231082	0.392929669905	0.241878395527	0.217393732987	-0.143476666758
YPR063C: biological process unknown	0.297031756376	0.437466653508	0.274814134137	0.0896638603854	0.282602183655	0.52949826989	-0.514974429038	-0.414454153985	0.393198002638	0.406007652848	0.307656927894	-0.0665135203486
YGR001C_2	0.23164222704	0.0312586830792	-0.0758099469282	-0.0810408614531	0.0104958743921	-0.158479660229	-0.36785950288	-0.728034919994	0.228840828355	0.0591198876075	-0.277206963302	-0.443506377828
UBC8: protein monoubiquitination*	0.413418307601	0.661912003854	0.790558739209	0.540021090506	0.45331143592	0.12459564646	-0.163531671498	0.0202141796855	0.394026556934	0.980645463587	0	0.0203428979712
PMI40: protein amino acid glycosylation*	-0.310495562306	-0.0793163647825	0.137767252678	0.442209010552	0.380654464233	0.0737553973698	0.0709689751762	-0.462184287446	-0.130028867092	0.270524242304	0.262230774415	0.413234773558
BET1: ER to Golgi transport*	0.236990989462	-0.0241347875151	0.113090830145	0.0663881369065	-0.199116451106	-0.013554100189	-0.12084064771	-0.738916071174	-0.146705996836	-0.0373583046821	0.275614467273	0.11900584098
YLR426W: biological process unknown	-0.0536969593154	-0.171183021329	-0.413882643599	-0.176907799831	0.2058862016	0.138410554352	-0.462988177699	-2.0	-0.107128072959	-0.201854441476	0	0.140092975752
DID4: protein retention in Golgi*	0.0476846886497	-0.0237821319444	-0.00311673571171	0.310109362992	0.20671507143	0.00899117069774	-0.500734585767	-1.16570156326	0.0188067486667	0.063483941786	-0.126351299418	0.206092314721
HFM1: meiosis*	0.137989272642	-0.116399365861	-0.676093828263	-0.300516349882	0.120358919329	0.25948698337	0.0377763296926	-1.17379094886	-0.334297922795	0.0400863627245	0.0569112306558	0.425262053594
OST5: protein amino acid N-linked glycosylation	0.261982065887	0.0135077207682	-0.0050560287617	-0.178277832797	0.115556334154	-0.199343043995	-0.224319771431	-0.681593263302	-0.216805715325	-0.383440621681	0.0992011088813	0
YPR098C: biological process unknown	0.599503916453	0.657176605656	0.53136882852	0.44600901549	0.704500111712	0.722951310328	-0.365503392441	-0.748787055022	0.0318210643365	0.0834858407193	0.895102530758	0.150367998381
SPO1: meiosis	0.177665069138	0.0773858946355	-0.0679343062248	0.290121598033	0.181281460867	0.248050794242	-0.15668860944	-0.289038050985	-0.103458505352	0.00545487456648	0	0
STO1: nuclear mRNA splicing, via spliceosome*	0.124506914178	-0.214494084265	-0.325279800629	0.269895720254	-0.11968833323	-0.11922004028	0	-0.29359206272	-0.0797790133304	-0.0697263607852	-0.0033533203724	0.105234446415
TAN1: tRNA modification	0.134910763569	0.132256239953	0.0799629849674	0.620181531347	-0.0338444573938	-0.113710885885	-0.275888644057	-0.540573634997	-0.0148354719453	0.0802541586071	0.0835564511488	0.21247113027
YSC84: endocytosis*	0.49764050311	0.772131074538	-0.0509778427706	0.380300102059	0.301442997241	0.12210789995	-0.505735425937	-0.371806967075	-0.0814371812429	-0.0843440155899	0.131270154572	0.3078382649
KIN28: protein amino acid phosphorylation*	0.321569799835	0.679335352589	0.208821092585	0.239821678374	0.117408596737	0.0895008990344	-0.231056278716	-0.0825750990977	0.0228295999785	0.0981287859304	0.263280687464	0.0454453891313
VMA10: vacuolar acidification*	0.258002872039	0.186347175014	0.0534704235454	-0.230140696425	0.0733979884159	0.0281985619906	0.133177090171	-0.00496429870121	-0.245460242394	-0.0992630719262	0.0140379283811	0.344178216477
YDR367W: biological process unknown	0.27069794845	0.341672865203	-0.0848242723265	0.0849528884381	-0.103384726853	-0.0826663160734	0.445688522309	-0.250028916304	-0.183739093744	-0.352558989282	0	0.340249592269
NMD2: mRNA catabolism*	-0.105401758541	-0.0322709288613	0.215704040981	0.303221781018	0.0389871251499	0.017616492259	-0.133710488453	0	-0.549234619752	-0.302953857083	0.0951573597045	0.561522900993
PFY1: response to osmotic stress*	0.501886157341	0.547565336471	0.957893649818	0.964297153369	0.0963504394397	0.0824506919575	0.0817601209853	0.232105392755	-0.116919535037	-0.164334943075	0.290852680065	1.21599703511
MPT5: cell wall organization and biogenesis*	0.0202172908543	0.754206852463	0.912352719882	0.371062406552	0.161908737848	0.703068437995	0.389779741898	-0.0471030613306	0.716004744238	1.29586825359	1.1816340698	2.0
RPS27B: protein biosynthesis	-0.0659247118652	0.0741143065742	0.250712812302	0.173574537831	-0.506030170933	-0.38303101892	-0.631163651574	-1.04560585296	-0.169806056266	-0.330670749805	0.0242236494546	1.49884174701
YNL050C: biological process unknown	-0.181434035645	-0.0169822932837	0.00809621149341	0.210816352859	-0.142006111671	0.163035907438	0	0.241767726028	0.0230486970837	0.0401985635511	0.130398051394	0.631847092437
REC107: meiotic recombination	-0.0615811259184	0.218831595262	0.460560038814	0.201233778874	0.389751398684	0.694812283192	1.1225587729	-0.553823570248	-0.193655658846	-0.183944122775	1.90424649124	0.0625425533787
YOL048C: biological process unknown	0.497106206498	0.864868710249	0.143248608779	0	0.0685557405642	0.152592770614	1.73639241486	-0.369202720062	1.16654904583	2.0	2.0	0
CIN2: microtubule-based process	0.137422807966	-0.0101647404252	-0.647238457482	-0.988912088961	-0.0644652968179	-0.198339382097	0	-0.535307534823	-0.0761818089591	-0.0123213631809	2.0	0.330074467707
DTD1: translation*	0.475427050075	0.4843655433	0.285465612486	0.033079399576	0.182734828981	0.0929019951908	0.951200423207	-0.0574157639095	0.507947962326	0.473466235783	0.81910933321	0.312226981579
UBC12: protein monoubiquitination*	0.198500784068	0.129441495484	0	0	-0.0205313574034	0.0870564376762	0.137619719579	0.21407596809	0.140125918247	0.244433377616	0.531208685964	0.339926701427
YDR424C_2	0.0719703835435	0.0822476328376	0.0698377742331	0.198092032645	-0.106736818752	0.00632818612831	-0.133764405724	0	-0.193664275598	-0.188566188996	1.65595044634	0.97974584068
QCR10: aerobic respiration*	-0.151448218345	0.00631208705739	0.149103608035	0.621920318637	0.193800102796	-0.0290087742	-0.356535668906	-0.00111278031466	0.787206223562	0.954202014769	1.92429405369	0.466590174163
MMS2: DNA repair*	0.164351319802	0.237320589001	0.399407692696	0.365838227994	0.0731528457334	0.00463148051851	0.154259708234	0.228888884439	0.497328338368	0.524685972821	0.657262884298	0.513127656589
NCB2: negative regulation of transcription from RNA polymerase II promoter	-0.616039393831	-0.907919451739	-0.700061341377	0.113740171233	-0.436471707682	-0.487734232449	-0.496874724731	-0.690167472141	-0.0530542137054	-0.0253264357877	0.07059495913	-0.0436937205892
RPL22B: protein biosynthesis	-0.723633322365	-1.30001844412	-1.52120576843	-1.72216885741	-1.32076696549	-1.5878872434	-2.0	-0.705291477378	0.158044915495	0.113304206051	-0.881597614627	-1.64594547803
RPS26B: protein biosynthesis	0.0114421517919	0.0492855204986	-0.331463237369	-0.613211339463	-0.703893335726	-0.731488415892	-0.484678907737	-0.265226360205	0.155668683902	-0.0162168038744	-0.486548405274	-1.03582208771
ERV41: ER to Golgi transport	0.565681186787	0.413745207134	0.255333003543	-0.174320576888	-0.00189176535837	0.00983168687702	0	0.0828754765269	0.645688729581	0.465678121071	0.310914572491	-0.17228479799
RPS22B: protein biosynthesis	0.387403017275	0.143671986637	-0.360912317322	-1.15112076343	-1.22166765425	-1.32998593567	-0.249191211215	-0.317680884903	0.677003173862	0.433308544847	-0.138910623432	-1.25502303076
RPS14B: protein biosynthesis*	0.455804351088	0.237943084843	-0.490626847318	-0.873752724481	-0.551401165459	-1.331068516	-0.908784683483	0	0.335807017796	0.061866833559	-0.48574296996	-1.17989652674
RPL31B: protein biosynthesis	0.137198562228	-0.338259392027	-0.930879002922	-1.1944172803	-1.10455458842	-0.923235115305	-1.20826134309	-0.649193562961	0.245826710295	-0.00389528009229	-0.564663674709	-1.19283827647
LSM2: nuclear mRNA splicing, via spliceosome*	0.242147040665	0.0479485322122	-0.130553738151	-0.400530697129	-0.379718887198	-0.435823314674	-0.160029077494	-0.00147281710957	0.405353143468	0.200751272326	0.0756577725117	-0.0972409422182
RPL26A: protein biosynthesis	0.326373976941	0.147250789528	-0.142102624234	-0.568657415688	-0.413119319735	-0.575175784577	0	-0.0954225436508	0.0400780101137	0.0922839707654	-0.0698596343112	-0.107369202946
RPL7B: protein biosynthesis	-0.290064818039	-0.810451172012	-2.0	-2.0	-2.0	-1.75697768432	-1.8060720024	-0.955344126652	-0.16148809024	-0.258799934979	-0.304922101379	0
ERD2: protein retention in ER	0.468991639233	0.29987689386	0.303851786663	-0.112211936719	0.0721630730167	0.246485148672	0.103270897973	0.050671563872	0.547780468251	0.464348834879	0.869797686411	0.101628634467
YBL059C-A: biological process unknown	0.316751758375	0.224184510898	-0.020780654536	0	-0.0201659250882	0.0166544921222	0	-0.315284812362	0.289272588544	0.225699072197	0.12655007044	0.0603864984372
YLR367W_2	0.387403017275	0.143671986637	-0.360912317322	-1.15112076343	-0.343388473204	-0.31016623849	-0.621079031352	-1.35072099492	0.210401408421	0.0766906743596	-0.0459668698791	-0.721838058295
RPL22A: protein biosynthesis	-0.0708195977729	0.0807297103957	-0.172406243809	-0.352392271024	-0.587612212805	-0.424407461844	-0.0111960672565	0.106418777368	0.0356256301459	-0.308702721686	0	0.0992922670452
RPL16B: protein biosynthesis	-0.0926963149966	0.0221278223572	0.00729040411939	-0.122522666785	-0.453390880135	-0.181663598828	0.0531503132278	0.146040137024	0.0120654201198	0.0265871427118	0.242713399343	0
SEC14: sporulation (sensu Fungi)*	-0.0918097083692	-0.150791824408	-0.112617840727	-0.25230063849	-0.417100008328	-0.374202410407	-0.131578978619	-0.186830921302	0.123569545503	-0.114154268076	0	0
RPL29: protein biosynthesis	-0.0236233358147	-0.121144429056	-0.30881271394	-0.776067062829	-0.985330245467	-0.832707829469	-0.587235561104	-0.308583168857	0.274687830055	0.0855007549733	0.153499823503	0.260069854257
RPS25B: protein biosynthesis	0.196144953417	-0.105696311663	-0.0473829233565	-0.22674236746	-0.164799175973	-0.279345045025	0.0699853312876	0.222355004333	0.414084022376	0.206421516887	0.612951606799	0.0532264707419
RPL42B: protein biosynthesis	0.210706945512	0.176049109262	-0.117342647734	-0.0697860895309	-0.532182597094	-0.649670274628	-0.166166436603	-0.181703842374	0.359902797399	0.151831407184	0.0346552512676	-0.297533367437
RPS0A: protein biosynthesis*	-0.0679347621822	-0.131010753743	0.000163190479933	0.0710501198983	-1.32856152893	-1.02559178748	-0.419052284021	-0.772284284201	0.227706718205	-0.0541969878737	-0.103771930516	-0.815279884245
RPS4B: protein biosynthesis	-0.596571455678	-0.113985995229	-0.348989620634	-0.177718709021	-1.84970400478	-1.37598976535	-0.277895786758	-0.900631008225	-0.320791639615	-0.112832274937	-0.114064545347	-0.0281644003667
SNR17B	-0.465767355919	-0.183617681635	-0.108759956651	0.358847019206	-2.0	-1.7617687864	-0.522404238553	-0.86168775332	-0.237829450512	-0.06980042187	-0.214250373188	0.150691239874
RPL18A: protein biosynthesis	-0.0567610554865	-0.129067485081	-0.21436848691	-0.405356106481	-1.57740886918	-1.39620854434	-0.595050405781	-0.996366044395	-0.0481209141867	-0.100714031806	0.337167853599	0
RPS13: protein biosynthesis	-0.027705233138	0.277858192515	-0.191644187574	0.0828235148902	-1.51730196572	-1.84971329375	-1.48576890923	-1.11955522693	0.293919499599	-0.201123398233	0.022337282797	-0.343468647403
RPL28: protein biosynthesis	-0.0788758083159	0.186772049802	0.180060247665	0.000906292353778	-1.89343018879	-2.0	-0.917692585815	-0.601586424866	0.123568797007	0.240951030763	0.243426933895	-0.0500069810692
RPL36B: protein biosynthesis	0.142103896833	0.218328415751	0.107372403512	0.0504625419724	-1.95223929773	-1.95982920759	-1.16657902563	-0.987095647404	0.0326563629598	0.190315392695	0.245719966068	0.0922505456567
RPL32: protein biosynthesis	0.246608468933	0.260451448136	0.281902323001	0.233911408885	-1.75598440769	-1.50879289283	-0.67165931065	-0.712592076528	0.412436774521	0.275063730168	0.0904991146113	-0.499287808647
RPL24A: protein biosynthesis	-0.0496515103457	0.0641891281715	0.141396639223	0.125637574257	-1.70534241185	-1.71867338859	-0.877795676755	-0.756871949354	0.150089723809	0.106022861935	-0.0974461101874	-0.523424327994
RPL40A: protein biosynthesis*	-0.132465407042	0.14007750004	0.158837520247	-0.182614524823	-1.4757882867	-1.60703272979	-0.106311582036	-0.444095218471	0.264679680741	0.147070744117	0.222647004323	-0.0790001470136
RPS11B: protein biosynthesis*	-0.19110378173	-0.230537621837	-0.150668361294	-0.166446875747	-1.16885123322	-1.0374409129	-0.48145645138	-0.935176354634	-0.288986789429	-0.080575797053	-0.23594484567	-0.189008909591
RPL23A: protein biosynthesis	0.152039254011	-0.00372561452463	-0.010271864616	0.0557533325872	-0.663786884779	-0.570836594154	-0.224203600327	-0.0495157508786	0.173169755608	-0.0145101804291	-0.00850056975738	0.0704601019462
RPS29B: protein biosynthesis	-0.0284314656583	0.0550573154126	-0.0737987702944	-0.385590155915	-1.11456470151	-1.43979579103	-0.96016875623	-0.645058986979	0.0726336367818	-0.00887880382012	0.00942095974629	0.525497094902
RPL21B: protein biosynthesis	0.0672270497122	-0.129138867932	-0.0279996236743	-0.0625776687125	-1.36254292839	-1.22725527147	0.0615936180963	-1.68409537224	0.103518071532	0.056253078655	-0.612234923398	0
RPL35A: protein biosynthesis	0.459421970936	0.432634671452	0.207429699121	-0.0542161112682	-1.67472886804	-1.75243918175	0.234509768169	0	0.0128272610773	-0.00572737953003	-0.459200718532	-0.000857661079518
RPL33A: protein biosynthesis	0.207937002169	0.159458356675	0.0618069898772	-0.0556351203827	-1.47868063953	-1.51958312717	-0.0268812420903	-0.964607258279	0.0169680469499	-0.0712879222691	-0.300662781034	0.147679454113
RPS21B: protein biosynthesis	-0.132850139343	0.0582510636007	0.100244506791	-0.244131313278	-0.521015804541	-0.615053381736	0.178930016808	-0.436809485021	0.153940926714	0.0474939921197	0	0
RPL2B: protein biosynthesis	0.095706139599	0.00310401322923	-0.255627382026	-0.210183737435	-1.55959240721	-1.48775712357	0	-0.148554930777	0.0600556783872	0.0104157367071	-0.395424471391	0
RPS30B: protein biosynthesis	0.222458700103	0.108262141732	0.0566519873788	-0.0319369173033	-1.15609712489	-1.07059279678	0.245385118367	0.0871033772562	0.178220433207	0.249405782573	0	0.615234191957
RPS11A: protein biosynthesis*	-0.332455035997	-0.58681562529	-0.471717500576	-0.401156418127	-1.07724280459	-0.98404623772	0.278088504786	-0.170238562101	-0.0180737059602	-0.0177132527214	-0.680860643682	0.269277437199
RPL35B: protein biosynthesis	0.34312814771	0.242422587477	0.0371890708592	-0.414791140203	-0.894772274591	-0.934995530515	0.483702679292	0.484165803509	0.286858486879	0.200887032231	0.0693638253623	-0.480364195384
RPS29A: protein biosynthesis	0.289939881786	0.348917383961	-0.0212482183825	-0.421189059207	-1.10539359802	-1.10960428464	0	0.128001638425	0.25870062308	0.334839933219	-0.120874897464	-0.785295832692
RPL13B: protein biosynthesis	0.25336225692	0.0385666941877	0.0251760664213	-0.0750235190656	-1.81798821211	-1.72646665298	-0.0284032903633	0.255040694279	0.348960366623	0.0769732215485	0.00318513287385	-0.177675285633
RPL17A: protein biosynthesis	-0.0454362668862	0.00787729900299	-0.190473785977	-0.266163834578	-2.0	-1.70172519568	0	-0.202716049843	0.0120447699095	-0.147962327585	-0.287518157509	-0.715501255267
RPL20B: protein biosynthesis	0.205882003182	0.1063627775	0.131594640526	-0.198782763866	-1.70645635369	-2.0	1.271581278	0	0.100518626726	0.156102662397	0.0364278259151	-0.18755062375
RPL2A: protein biosynthesis	0.033452826889	0.100985448119	-0.226697092406	-0.330954710487	-1.43495273324	-1.52983677397	0.24518909403	-0.446745622017	0.0235270016443	-0.155459251246	-0.0797821562122	-0.386675535683
RPS17B: protein biosynthesis*	0.135717517512	-0.283837151689	-0.234912855472	-0.375171186324	-1.13827666227	-1.5157644348	0.0943858787425	-0.371339347866	0.107382434001	-0.138207068303	-0.112907999531	-0.488392375917
RPS6A: protein biosynthesis	0.382551867767	-0.05693643081	-0.0334727537615	-0.322861641882	-0.656553996226	-0.550777152618	0	0	-0.0320590795945	0.0888227497454	-0.00231177108216	-0.145345148234
RPS16B: protein biosynthesis	0.127348592568	0.108610842298	-0.251163184343	-0.643483705813	-1.17597264319	-1.11262349895	-0.0358422592984	0.0295777661349	0.0128397622702	-0.0927044177281	0.116280110759	-0.202232072989
ASC1: biological process unknown	-0.201060198627	-0.0802722622631	-0.0114334830347	-0.102717177232	-1.07560279198	-0.85401543984	0.592856143399	0.190255520307	-0.0664057722627	0.104481586612	-0.135293646662	-0.0807590997178
RPL14A: protein biosynthesis	-0.139340804489	0.0213523768971	-0.128532559785	0.0372700455109	-1.00989674893	-0.907442275894	-0.170692163043	0.480605789146	0.0864116699067	-0.118779297293	-0.236217868538	-0.244860753426
RPS14A: protein biosynthesis*	0.259592169533	0.0505078078431	0.36916562244	0.257753764322	-0.840338426818	-0.728870370193	-0.238220157912	0.410894902855	0.238602944495	0.064824859408	0.139716885893	-0.0369231408748
RPS24A: protein biosynthesis	-0.0820806939185	-0.135351143477	0.0210453548922	0.0156231316434	-1.36771686722	-1.53020895697	0	0.266071280475	0.00965190640224	0.00951713415666	-0.04895531219	-1.15000364508
RPS25A: protein biosynthesis	0.123185020901	0.238124847489	0.290313074223	0.447540265914	-0.713791821172	-0.551176968224	-0.54464453638	0.462053437202	0.145375798586	0.059957642892	-0.039924941734	0.30441829716
